Timestamp,"Your Name (if you want, you can share)",Viva Date,Viva Proctor ID (the id which was sent to you in email for viva),Questions asked by the Viva examiner (Write in points),Any suggestions/tips to fellow students for this examiner?
3/23/2026 17:00:54,PD,3/23/2026,mlp_level1_viva7,"He is a strict proctor but did allow to use Google and documentation
Asked to explain my notebook
Asked difference between gridsearchcv and randomizedsearchcv
Asked to print column names from train dataset
Print the comments containing '@'
But I was not able to answer the coding questions because I was very nervous in the viva and he said that I might have used too much of AI because of which I was not able to code these basic questions and he said that maybe I have failed the level 1 viva and have to redo the level 1 viva again.",Practice some coding questions and be confident while giving your viva.
3/23/2026 19:02:43,Noor e jahan,3/23/2026,Level1_118,"Level 1 viva
1) Show ID card
2) Demonstrate the notebook
3) gave some suggestions
4) Plot bar graph - model vs its score(you can do it manually)
5) Good luck for level 2 ","1 suggestion that is no suggestion.
 I have completed all other projects but he is the nicest proctor I have ever got.
 He helps you if you get stuck and make you comfortable so that you do better. "
3/23/2026 19:34:54,,3/23/2026,mlp_level_1_viva7,"Level 1 viva
- notebook presentation
- have you used pipeline?
- what is scoring='f1_macro'?
- difference b/w grid search and randomized search 
- print all the column names of train set
- print first 5 rows of the train set","He is sweet, doesn't interrupt and gives you sufficient time to answer"
3/23/2026 20:55:12,,3/23/2026,level2_123,"LEVEL 2

- asked id
- no coding questions because i explained the code really well
- how do you handle missing values and outliers
- what is learning rate and how does a high/low value affect
- explain boxplot and how it affects your choices
- explain the thought process of choosing the particular line of models","friendly and chill
- explain all possible parallel ways you could've approached but chose the written code so that there is no room for questions
- present the visualisations and EDA well -> she asks the most questions there
- most questions from the sheet
- be confident and don't stop speaking"
3/23/2026 21:06:57,Akshay,3/23/2026,mlp_level1_viva1,"Level 1 viva (8.30 PM to 9.00 PM)

Show your ID
Explain the notebook 
Asked me to show the code sections of feature engineering, Encoding, and Feature scaling. 
Whether have you used any pipeline? 
Whether have you displayed confusion matrix? 

Coding Question: 
Asked me to code the encoding of categorical features(Documentation was allowed) ",Just be thorough with your notebook. She'll ask only from your notebook. 
3/23/2026 21:21:05,,3/23/2026,Level2_81,"Lot of theory questions 
Tell about you top 3 insight from EDA
tell about preprocessing and scaling and feature engeneering that you have done 
Some questions he asked in between of my explanation 
Then went on the models - asked the working of each model and even the maths behind them - formulas 
Then asked to load the breast cancer data set and do RFE to find top 3 features",Conclusion - prep theory well and try this RFE thing + best of luck 
3/23/2026 21:32:21,,3/23/2026,Viva8,"1) Examiner was too chill asked me to present and explain the code
2) while i was explaining, he asked me to go to EDA directly, then saw.
3) he asked where I have used the pipeline
4) then he asked if I have used hyper parameter tuning or not
5) then he asked me to change TfIdfvectorizer fo  only trigrams tokens
6) then he asked me which 3 models I have made
7) since I used Logistic regression so he asked what are all of the penalty we can use (L1,l2, elasticnet)
8) then he asked what is C in the parameter
9) then he asked which loss I have used in LinearSVC 
Then he appreciated my work and explanation and gave good luck to me for L2 viva, also he told use documentation during L2 viva if required, and prepare for theory questions, questions form MLF and MLT will be asked","Chill examiner, concluded my viva in 16 mins only, "
3/23/2026 21:55:48,,3/22/2026,level1_viva4,"it's level1
All questions are from notebook's code 
no coding question
suggest me to do more eda ",just know meaning of every word of your code and reason of why you use it 
3/24/2026 8:55:34,Mrigangk,3/22/2026,Level1_117,"Explain notebook(interrupted in the middle to ask questions on fhe notebook)
After notebook explanation, told me to explain how the main model i used works
Told me to write code to train the data or logistic regression","Know your notebook well, including EDA, feature engineering and models used"
3/24/2026 11:46:52,Ravish,,1_118,"1)Explain your notebook(i took 10 mins)
2)asked about graphs i had plotted
3)told me to comment out HPT with results stored in markdown(taking 10 hours)
4)asked to load the 20newsdataset and display the target columns, i did load instead of fetch and he didn't let me see documentation
5)asked me to explain difference between load and fetch(Sklearn api calls another api to fetch data from internet)","explain notebook clearly, dosen't let use the documentation for Viva"
3/24/2026 16:53:50,,3/24/2026,L1_118,"1. Which of your models are parametric?
2. What would the type(xtrain) be after preprocessing?
3. Write a code to show the feature names of wine dataset.","I focused on harder questions and missed out on the simple fundamental stuff. However, the coding was easy and I wrote the code easily. Focus on easy and fundamental stuff too. "
3/24/2026 16:54:40,,3/24/2026,level1_118,"1.show id
2.explain notebook
3.asked me to draw graph by creating list of model and score in collab
4.loading dataset in collab and printing the target variables
5.which one is parametric model in my notebook and why?","Very very supportive and chill
even if you stuck in between he will help you step by step"
6/28/2023 22:09:35,Akhilesh,,,"Ok Just finished my level 2 viva:
1. Obviously go through your colab and explain the project.
2. Gave a dataset of 6 features (4 numerical, 1 categorical, 1 target) with some missing values and some '?' values. He asked to select 2 features using RFE and logreg in a new colab notebook. Time: 10 minutes.
3. Started viva questions. What is and why we need: loss function, feature selection, data preprocessing, EDA, dimensionality reduction technique/pca, hyper parameter tuning, explain logistic regression, overfitting and underfitting, gridsearchCV and randomisedsearchCV, what is CV, evaluation matrics.
Viva took 45 mins.",
6/28/2023 22:19:30,Akhilesh,,level2_103@study.iitm.ac.in,"1. Obviously go through your colab and explain the project.
2. Gave a dataset of 6 features (4 numerical, 1 categorical, 1 target) with some missing values and some '?' values. He asked to select 2 features using RFE and logreg in a new colab notebook. Time: 10 minutes.
3. Started viva questions. What is and why we need: loss function, feature selection, data preprocessing, EDA, dimensionality reduction technique/pca, hyper parameter tuning, explain logistic regression, overfitting and underfitting, gridsearchCV and randomisedsearchCV, what is CV, evaluation matrics.
Viva took 45 mins.",
7/5/2023 13:40:23,Unknown,,,"Viva went well. 

I was asked to go over my notebook. I told them about my reasoning behind my data preprocessing and modeling steps. Explained to the proctor about 3 to 4 models that I have done. In between my explanations, I was asked to open whiteboard in google meet and answer his questions. These questions were normally what one would learn in MLT course. I was then asked about future scope of this project, things that can be done to improve the score better. I told him about some steps that I wanted to take after this viva to improve my model. To end with, I asked him if he had any suggestions regarding my pre-processing steps. 

Proctor was satisfied with my work and explanations.",
7/26/2023 18:09:10,,,,"MLP Viva Questions -


Viva Question: explain the project... what you did and why you did...
What is exploratory data analysis and why we do it...
Why we do preprocessing 
What is feature scaling 
How can we reduce data redundancy
Explain pca
explain  confusion matrix , precision, recall f1 
Explain regression
Explain overfitting and under fitting...how we can understand  if a model is over fitting  or under fitting 
Explain decision tree
Explain generative and discriminative model
What are the evaluation  metrics for regression
What is loss function
Why do we need to train a dataset
What is loss function  for the model I used in project 
Show your project, run it
Gave a question in the chat about pipeline and SVC, and asked to run it.
Difference between bagging and boosting
Decision Tree questions, how it works
How KNN Imputer and KNeighborsClassifier works
Explain preprocessing steps
Performance measures for classification and regression models.
1. Project Statement
2. What are the categorical and numerical variables
3. How does null values affect the performance of the model
4. Why do we do imputation?
5. What is Baseline Model
6. Notebook Dikhao.
7. PCA
8. Generative and Discriminative Model
9. Explain the workings of Linear Regression
10. Is Logistic Regression discriminative or generative model
11. Confusion Matrix.
12. Precision, Recall, F1-Score, Accuracy
13. Is your data imbalanced or balanced ?

============================================================================================================================================================

Describe your ML problem
Describe EDA part 
what you gain from EDA 
simple Imputer 
standard scalar
what is Onehot encoding
what are the technique of dimension reduction
how PCA works
how logistic regression works
Random forest
what are the different hyperparameter of random forest
gradient decent algo
generative and discriminative models
precision, recall, f1 score
how overfitting is related max depth of decision tree
if decision tree have a maximum depth then how many training sample in the leaf node
model of linear regression
loss function of linear regression 
if we have overfitted linear regression model then what is solution of this (ridge and lasso)
what is Ridge and lasso regression
different method of minimizing the loss function of linear regression
can u give one main property of loss function of linear regression
different metric of regression 
instead of mean square error why we can not choose mean cube error
what is kernel regression
model of kernel regression
what are the features after polynomial feature transformation

======================================================================================================================================================================
Just done with the viva, things I was asked to do (in order):

1. Introduce yourself.
2. Explain your Project Notebook in detail in 15 mins.
3. What more can you do to achieve a better score in this notebook?
4. Gave the Week2 Practice Assignment dataset, asked to do RFE on the dataset and find the best 2 features in the same.
5. What is hyperparameter tuning, why is it required?
6. How can you tune parameters in sklearn.
7. Differentiate b/w GridSearchCV and RandomizedSearchCV
8. Explain Decision Tree in detail.
9. Explain Logistic Regression in detail.
10. Which is better in presence of outliers -> Logistic Regression or SVM? Why?
11. Explain KNN in detail.


[2:36 pm, 10/04/2023] +91 98865 78302: Guys done with viva...just now
[2:36 pm, 10/04/2023] +91 98865 78302: Need to thank everyone...who have posted their questions...
[2:36 pm, 10/04/2023] +91 98865 78302: Same were repeated
[2:37 pm, 10/04/2023] +91 98865 78302: They asked me to explain steps in logistic regression mathematically
[2:37 pm, 10/04/2023] +91 98865 78302: Which i couldn't explain...
[2:37 pm, 10/04/2023] +91 98865 78302: What i say is be through with what models you have implemented
[2:38 pm, 10/04/2023] +91 98865 78302: All the best to everyone...
[2:39 pm, 10/04/2023] +91 98865 78302: One more question...he asked what is pca based on...
[2:39 pm, 10/04/2023] +91 98865 78302: I answered as svd...
[2:41 pm, 10/04/2023] +91 98865 78302: Duration 35minutes
















",
7/31/2023 17:26:56,P. Vishal Reddy,,level2_81,"Mostly just elaborate explanation of my notebook. Why use my 3 models?
Why did you only select some of the solvers/losses for gridsearch?
Why did you choose to impute in these ways?
What can you do to improve score?
Any questions for me?",
7/31/2023 17:45:27,,,107,"he aksed more about Decision tress, gini
index, informaiton gain,

Neural networks, how they are trained, what
kind of activation is used when etc.

About SVM and what are kernel etc.
too much technical stuff.

Haven't watched the results on notebook
HPT or anything.

also, over fitting and under fitting, methods to
correct them.

Also difference between Machine learning and deep learning.
",
8/7/2023 21:33:48,Shahuraj ,,L2_106,"Try to explain Kaggle Notebook in detail, right from problem statement to explaination of prediction outcomes. 
1) Why you selected this ( in Notebook) 
2)Loss function of Logistic regression
3) why we do hyper parameter tuning
4) What grid search CV does?
5) which factors made you to select this model for predition on test data",
8/15/2023 13:25:45,Sunil Karnad,,3_9,"1. Explain Logistic Regression and how it is different from Linear Regression
2. What is Log Loss?
3. What is the Optimisation Algorithm in Logistic Regression?
4. What are the steps of preprocessing? Why is scaling important? Why is KNN sensitive to scaling?
5. Explain overfitting and underfitting with an example
6. Explain step by step, the working of K-means Clustering
7. What is Elbow method ",
8/15/2023 13:27:52,Sunil Karnad,,3_9,"Missed out one more question, that he spent quite some time on:

8. What is dimensionality reduction, why is it important?
9. How does PCA work?
",
8/18/2023 0:33:54,Sajal Dhingra ,,Level_1viva_5,"My proctor was very good, he suggested me 1-2 things and in the last he said, all the best for the viva2, which I hope means I pass level1 viva😅",
8/21/2023 21:35:56,Anant,,level2_106,The proctor was nice. He didnt asked a question outside of the notebook. Any question he will ask is completely based on the work you have on the notebook. If you got this proctor just have clarity of your work is sufficient,
8/22/2023 12:11:43,Ullas kumar,,106,"Q1) just explain your notebook(in depth in b/w questions)
Q2) how to reduce overfitting
Q3) what grid search cv does
Q4) loss function of logictic regression
Q5) about pipeline and hyperparameter tuning.
proctor said mine was ok ok.",
8/22/2023 12:39:12,Divya Katiyar,,MLP Viva 3_4,"- Explained him the competition, how Kaggle works, our problem statement
-  Went through my notebook step by step. asked About all graphs.
- Asked about what you have inferred from the correlation matrix
-  Why have you dropped columns based on null values
-   How null values affect a feature? 
- Went on to seeing the models. He thought I have only used Log reg so he asked me why have I used Log reg, what analysis did I do to use log reg
- Showed other models. Again asked why have you used these models.
- Asked me why are the models giving different scores even though the data passed is same
- Asked for confusion matrix, what all metrics are used. why use accuracy for your project?
- Shouldn't you use some other metric?
- How have you handled imbalance
- what will happen to you accuracy if there is no imbalance
- How is your model performing on each class?
- Explain metrics
- I had not made AUC ROC/PR curve so he said you should have plotted a graph to understand the functioning of your model
- Why such high overfitting? Why is this model which is so overfit, is your best model
- How would you handle over fitting? What this overfitting shows about your project?
- What are your key learnings from the project
- He kept on insisting that why not more analysis, why not explore more. He probably thought we are degree students so we have at least 2-3 years of knowledge, explained him the degree structure so he realized we are mostly beginners.",
8/23/2023 17:17:44,Gautam Gala,,level2_106_MLP_Viva,"loss function for logreg
hpt
pipeline
EXPLAIN YOUR NOTEBOOK THOROUGHLY WORD TO WORD DEEPLY
MY VIVA WAS OVER IN 10 MINS (theory score/knowledge is also considered)",
8/23/2023 17:18:51,Gautam Gala,,level2_106_MLP_Viva,why only accuracy score was considered and not F1 score,
8/23/2023 17:19:46,,,level2_106_MLP_Viva,effect of normalization over all - speak more,
8/24/2023 15:31:05,,,Level 2 106,"Imputing
Hyperparameters turning
Models
Graphs
F1 score 
Data imbalancing
Overfitting prevent
",
8/24/2023 16:42:24,Aditya R,,Proctor 106,"what is your overall conclusion from the project Have you used pipeline  So tell me what is your experience with hyper parameter tuning means how much time the hyper parameter tuning took that is the first and the second is how much the improvement in the result.  what is a F1 score   Okay, suppose you see that there is a over fitting problem in your model. So what kind of steps will you take for that how much time did it take to tune the hyper parameters in logistic regression? Just approximately.",
8/26/2023 20:16:39,Ganesh P,,level2_103_MLP_Viva,"Level 2 viva with proctor 103

Introduce yourself.
Explain your notebook.
What steps did  you take to improve your models/score?
What is hyperparameter tuning?
Explain Overfitting and Underfitting and steps to avoid them?
Coding challenge: Do RFE on dataset given and tell me which are the two best features.

Final comments:
""The feedback is that your theory and coding knowledge is very good. Thank you and all the best"".",
8/29/2023 19:06:15,Akshita Mittal,,106,"The proctor asked me to explain my notebook. 
I explained my notebook in detail.

Later on, a few questions were asked to me- 
1. Difference between hyperparameters and parameters.
2. How to prevent overfitting?
3. Can hyper-parameter tuning help with overfitting?
4. What is f1-score?",
8/30/2023 0:03:33,Parv,,L2_106,"1. Explain your notebook
2. What is f1 score?
3. What is precision and recall?
4. How much time did the hyperparameter tuning of your best 3 models take?
5. How would you handle overfitting?",
8/30/2023 15:06:45,Princy Mariam Jacob ,,106,"1.Explain the notebook .(He will ask questions, while you are explaining answer him and continue with explaining your notebook entirely )
A. He asked if I have used dimensionality reduction technique
B. Answered me if I used anything other than accuracy and F1 score.( My answer yes I used roc curve, precision recall curve and confusion matrix)
C. Which all models did perform the best ? ( I said my top three models and explain the reason for other models not working)
D. How hyperparameter affected this model? How there a change in score after using HPT ( I told him the improvement in score after I used htp)
2. What is loss function of logistic regression? (Just one word answer)
3. What is overfitting? how to identify it? How to tackle it? ( explain this one clearly)
That's all and it took around 17 mins for my viva. I joined the meeting 5 mins early, he also joined the  very next moment.Started with verification and asked to present the notebook and explain.
In the end he said very good :)
",
8/30/2023 15:21:49,K,,Level 3_9,"What is preprocessing? 
What is eda?
What all eda have you used?
What is imputation?
What is scaling?
What is dimensionality reduction?
What is pca?
What is kmeans? Does it change the size of dataset? How exactly does it work?
What is knn?
What are its detailed steps?
What is loss function?
What is log loss?
What is linear regression? How is it different from logistic regression?
What is overfitting and underfitting? Explain with example.
What is decision tree?
What is bagging and boosting?
What can you conclude from confusion matrix/ classification report?
Explain roc curve. What can you conclude from it?",
8/30/2023 17:38:51,Gokulakrishnan ,,Level_3_9,"What is logistic regression
What is knn
Explain kmeans algorithm
What is preprocessing
Why do you preprocessing?
Give some methods of preprocessing and explain
Given a classification problem how will you classify products
What algorithms you will use
What do you mean by loss function
Explain under and overfiting
Show the notebook and what algorithms did you use
Why logistic regression performed well and why others didn't?

He looked like he hates his life.
Professor virus of 3idiots movie.    Why us :(.
Hope you get proctor 106..

",
8/30/2023 17:43:07,Gokulakrishnan ,,Level 3-9,"He just ask same set of questions from a printed copy of questions which he has

He asked what is PCA
What is dimensionality reduction
Why scaling is important
Why is feature scaling
What are hyperparameters
Methods to do hyper parameter tuning
Explain diff between the methods mentioned 


",
8/30/2023 18:57:57,Sau...,,107,"[30/08, 5:16 pm] +91 9023: did your data have class imbalance
[30/08, 5:16 pm] +91 923: how do you treat it
[30/08, 5:17 pm] +91 923: what is oversampling undersampling
[30/08, 5:17 pm] +91 9: what is f test, t test
[30/08, 5:17 pm] +91 : what is bias variance tradeoff
[30/08, 5:17 pm] : what is overfitting vs underfitting
[30/08, 5:18 pm] : how do you treat overfitting
[30/08, 5:18 pm] : what is bagging boosting
[30/08, 5:18 pm] : does bagging reduce variance or both variance and bias
[30/08, 5:18 pm] : what is decision tree
[30/08, 5:18 pm] : how is root node formed
[30/08, 5:18 pm] : how do you avoid overfitting in tree
[30/08, 5:19 pm] +91 what is forest vs tree
[30/08, 5:20 pm] : gave coding problem about mnist. had to import mnist, split it 50-50. make a pipeline using standard scaler and svm with given params. train top 100 samples. test last 100 samples. print f1 weighted average value
[30/08, 5:20 pm] : what is neural network.
[30/08, 5:20 pm] : what are the names of activation functions.
[30/08, 5:21 pm] : what is tanh activation function.
[30/08, 5:21 pm] : step function vs sigmoid function
[30/08, 5:21 pm] : what is loss func
[30/08, 5:21 pm] : which loss func is preferred in logistic regression
[30/08, 5:21 pm] : why
[30/08, 5:22 pm] : how does knn work
[30/08, 5:22 pm] : ok saurish. you can go now. you've done good",
8/30/2023 20:39:22,,,107,"1) Imputation Methods
2) Why remove outliers
3) Why should you scale the numerical features? 
3) Theory behind logistic regression
4) Theory behind SVM
5) Theory behind Decision Trees, Information Gain, Entropy, Random Forests Theory
6) Precision, Recall, Examples for which scenario is each used?
7) Bagging and Boosting Theory
8) Hyper parameter tuning",
8/31/2023 12:42:41,Hari Prapan,,level2_107,"Joined 10 mins ago , and he started viva (total 50 mins )
What is machine learning , its type , example of each. 
RFE , given a normal distribution , how can we find mean and variance
T TEST , how to  make particular feature follow normal distribution.
LIST OF MODELS WHICH CAN WE USED FOR SENTIMENT ANALYSIS
R2 SCORE.
ACTIVATION FUNCTION
LIST OF ACTIVATION FUNCTION with defination.
NUERAL NETWORK
CODING QUESTION BASED ON MNIST , PIPELINE , F1 SCORE , TOLD TO NOT USE TRAIN_TEST_SPLIT.
How can we compare the result given by RFE?
BAGGING , BOOSTING
BIAS - VARIANCE TRADEOFF.
WHAT IS 0-CENTRING?
Classification report. how DTC works.
mean and varinace of 5 data points which he gave , asked to calculate mannually.
Will add more questions..not able to recall.

Level2 107: Consider the MNIST dataset, split it into training and test set in 50:50 ratio with `random_state = 42`. Fit a SVM model using pipeline with StandardScalar, SVM classifier `kernel='poly'` and `degree = 3`,  `decision_function_shape='ovr'`and `class_weight='balanced'`, `C=10`. Train the model on training data, and make predictions for test data. Generate the Classification report and choose the correct value for weighted avg of f1_score.
oversampling , undersampling. Why activation function is isued in neural network?",
8/31/2023 20:41:48,Sachin Kumar,,103,"1- Tell me about the hyper parameter tuning? The methods used for it.
2- My mic has some issues, I will message you here.
3- Tell about the decision tree algorithms
4- Difference between underfitting and overfitting
5- With this we will end the session. Thank you. All the best for your future endeavors.",
9/1/2023 12:47:37,Praveen,,level2_81,"Introduction and then explain your notebook
Why you for rivewtext used fillna why not something else, why everyone can't think of something else? I didn't knew the answer.
What you understood from describe of merge data
How you drop the duplicates? How you knew which one to drop
Overfitting, how to improve it?
Explain ROC 
Loss function of models
How pipeline works
How hypertuning works

Overall my viva was okay only",
9/4/2023 11:53:33,Ayushi Bulani,,Proctor 81,"-why use fill na and why fill na with empty string?
-explain roc curve 
-what is a pipeline?
-did you remove duplicates?
-loss function of models ",
11/27/2023 18:06:24,Milinda,,Level_81,"1 why did I drop certain columns if you have dropped them
2 what insights did you get while doing the project
3 what is pipeline
4 what is standard scaler
5 difference between bagging and boosting
6 which is the best working model and why is it better than your other models
7 what is decision tree
",
11/27/2023 20:33:42,Nathania,,level2_71,"Asked questions from the notebook itself nothing outside the notebook.
Make sure you have some graphs to show during eda.
Is pickup and drop location Id useful?
What do you observe in the Target variable(total_amount)?-It is normally distributed(explain with reasoning).
Explain clearly what you have done, why you did so.
What models you applied and some specialty or drawbacks of that model compared to other models.
Need not prepare anything extra other than what you have done.

Feedback given:
Would be nice if you plotted a graph showing the difference between your y_pred and y_test after each model that you have used.",
11/28/2023 11:38:50,Jayita,,level2_71,"No questions asked, explain your notebook thoroughly and focus more on your data - it's eda and analysis and you are sorted ",
11/29/2023 18:47:21,Vishesh,,level2_124,"1. I explained the notebook in great detail in first 15-20 minutes.
2. He asked how I am encoding the categorical data in payment type. I used label encoder then he asked why not onehot.
3. He also asked how I am concluding that my models are not overfitting or underfitting.
4. In the EDA section i had a heatmap for the correlation he asked you can only see the linear dependencies between the feature with correlation what about the non linear dependencies which I missed so he suggested me to try that. He also suggested me to calculate the feature score for the target variable.
5. He didn't asked me any theory question and didnt asked me to code anything.
6. Overall viva was great, I had a great conversation with him and viva was over in 30-35 mins.
PS: He also gave good marks :p",
11/29/2023 18:58:17,Abhinav Gupta,,Level3_9,"preprocessing steps
how and why did you fill null values
asked reasoning behind applying each model
difference between grid search and randomized search, how each of them works, what have you used and why
dimensionality reduction, pca, 
which model gave you highest score: random forest; so explain how this works and why do you think it gave better score than linear regression
decision tress workings in depth
assumptions of linear regression
curse of dimensionality
explain overfit and underfit via examples; bias, variance, etc.
(p.s. the proctor will not even flinch in the meeting and will stare you to death, So take caution). ",
12/7/2023 21:57:11,Shilpa Paul,,106,"It was an overall good viva experience. He first asked to explain the entire notebook. After which, asked some questions on hpt and how much was the observed score improvement.  Then asked some questions on comparison of model train time and score tradeoff. ",
12/8/2023 11:01:47,SM,,Amit Datt,"viva went well, notebook walkthrough took good amount of time.
asked why i didnt use box plot, could have used other techniques to remove outliers
feature engg I did was of good use.
More visualization definitely helped
also needs explanation with correlation coefficient between features about why certain features were kept and why certain features were removed

now the difficult part was where I was given data which were sentences(basically non-labelled data), i was asked how would i categorize sentences into groups 
like first 2 sentences fall into 1 group, rest into other
this is vectorization technique, we use dot product of vectors",
12/8/2023 18:36:43,Rohit rawat ,,81,"I was asked very decent questions as following.
1. About preprocessing part from my notebook
2. Tricky questions on how one data or one particular column affecting another one and the final Target.
3. Dependence of a particular column on target.
4.I stucked at many moments but proctor was to good as he was still listening me and telling my gaps in project.

",
12/9/2023 10:17:09,Ujjwal V Nath,,Level2_81,"Explain the notebook in detail

have plots to show like scatter, box, histogram plots of target variable visualising the data & the distribution, correlation plot for finding the features correlated & further doing a scatter plot with both to visualise the correlation.

Any transformation of columns like dates to duration, if u have dropped it why drop it why not keep that column, think before dropping a column does it have any useful information like the pickup_datetime could have different times & that could have some influence on target variable prices changing depends on time of the day.

Explain why u applied the imputing u applied.

Explain the models, hyperparameter tuning, why only r2 score why not accuracy, plot accuracy as well for model performance comparison.

How u'll improve the performance of the model - what u did about outliers",
12/9/2023 20:26:00,Lakshmi Sruthi K,,Level 3_9,"1. What is preprocessing? What are the preprocessing techniques
2. explain scaling and how it affects model performance
3. what are categorical and numerical features
4. how to evaluate model's performance
5. what is loss function? should the value be large or small
6. what is dimensionality reduction and what are its uses?

Now he asked me to share my notebook screen and scroll down slowly

7. what is the objective of this mlp project
Few questions about the graph and stuff
8. what score are you calculating for the models?
9. how does xgb work?
10. how does random forest regressor work? why did it give you the best results.

My viva got over in 20 mins.",
12/10/2023 15:13:55,Pranshu Jaiswal,,level2_106,"1. Go through the whole notebook
2. Simple questions like what is imputation and why this particular strategy.
3. What do you think of outliers in this dataset
4. Hyperparameter Tuning
5. How will you explain all this to a non technical person such as your boss",
12/10/2023 15:20:06,HS,,3_9,"preprocessing
Eda
Dim reduction
Loss function
Over fitting & under fitting
Linear regression
Bagging and boosting
Scaling techniques
Pca
What is my best model, why best and why it's better than linear regression 
He checked my notebook till just over half way mark and asked to explain a bit here and there from it. 
Note: Fully prepare all the questions from this sheet. Most of the questions will be same.",
12/10/2023 16:06:53,👍🏻,,Level2_106,"explain your notebook in detail. if you explain it line by line, questions are less.
what is lost function in linear regression?
what is overfitting and underfitting?
what is scaling?
imputation and why do we use it?
hyperparameter tuning time?
which is your best model? explain about that. Since mine was random forest regressor, I had explained about that, definition and advantages.
what is cross-validation?",
12/20/2023 13:24:18,Ns,,L2  106,"Explain the notebook
Alot of questions related to notebook.
Correlation explanation wrt cols
Hpt why and  how 
Time for best hpt
Your best model related questions 
Imputation and pipeline question.

Future scope of this project:
What all next can be done with this project if I want to improve this model.
",
12/25/2023 15:32:56,Ravi Kumawat ,,level2_106,"He asked me show the ID Card first , after checking ID Card & he asked me to show the work I have done , so I explained my notebook in 20 minutes. He didn't asked me any questions.",
12/26/2023 17:16:04,Terence,,L2_106,"The proctor asked to go through the notebook. Asked questions in between which were quite simple. He seemed nice and understanding also.

The questions asked were:
1) Can outliers be useful?
2) Why is imputation important?
3) Why do we use hyperparameter tuning (HPT)?
4) Approximate time taken for HPT of each model (if you remember).

As long as you explain the notebook well, it won't be difficult. Overall, viva was around 20 minutes only and marks given were pretty good too.",
12/27/2023 19:35:58,,,Level2_81,"1) explain the notebook
2) Did you try improving your score if yess how 
3) why is preprocessing required
4) what is hyperparameter tuning,explain with examples
5) What is logistic Regression
6) SVM vs Logistic which is better for outliers
7) Explain Decision Trees
8) Explain Random Forest
9) Gave a Dataset and told to do RFE ( Recursive Feature elimination) finding 2 most used Variables.
",
12/31/2023 16:49:20,22f1000362,,proctor_081,"Initially asked to explain the entire notebook
Asked about 
-what models and explain the models
-explain one hot encoding
-hyperparameter tuning
-how to explain the results of model to business person",
3/13/2024 12:31:25,Aishwarya,,Level2_Viva106,"1. Go through the entire notebook, the more deeply and thoroughly you explain it, the less no. of questions he'll ask.
2. Questions on HPT based on what you've done. 
3. How did you deal with class imbalance, what is SMOTE and how it helps in this kind of situation.
4. Questions on ROC, PR curve.
5. Preprocessing techniques, how it improved the accuracy. If not, what might be the reason.
6. Which model gave the best result and why?",
3/13/2024 15:13:04,Saarthak,,L2_71,"Run through of the presentation
What is precision, recall and f1 score
Overfitting and underfitting
Reasons for misclassification
Difference between Random Forest Classifier and Gradient Boost
How to counter skewedness in data
A couple of questions on EDA and feature selection
Why used CountVectorizer instead of TFID",
3/13/2024 17:11:34,Urjaswi Banerjee,,Level3_1,"Hello I am Urjaswi and I had my mlp viva with level3_1 yesterday from 1:00-2:00 pm.I waited for an hour but he didn’t join the meet.Then when I messaged in the gspace they said he wanted to reschedule it to 8:00pm but at the last moment he cancelled again.it was rescheduled with different examiner and he was really good.He asked basic stuff like explaining the hyper parameter tuning,scaling,why log reg performed well,what was the time it took for hyperparameter tuning,why I didn’t use smote.At last he asked if I had any qs for him.",
4/11/2024 15:27:58,Abhishek Kr Jha,,2_72,"EXPLAIN NOTEBOOK, How to remove data imbalance , Recall, F1 , Precision , AUC-ROC and Importance of FPR in data imbalance.",
4/12/2024 11:52:59,Vemparala Ashok,,Level2_81,"1. I was asked to go through the Notebook like L1 viva
2. How did you correlate the different features and why did you drop columns if you did?
3. Did you find outliers, if you did how did you deal with them?
4. Which is your best model and how did you come with the parameters for tuning?
5. What else do you want to do to improve your modeling further?

Note: Viva with him feels like a discussion rather than an interview, only asks questions based on your notebook. ",
4/12/2024 12:57:00,Unknown,,level2_103,Pretty much similar to all the questions here. Just answer using examples. ,
4/12/2024 14:48:14,Amit Pal,,Level2_81,"1.Obviously go through your notebook just like L1 viva.
2.Correlation of features with target variable.
3.Why you drop null value/drop column if any
4.Explain confusion matrix.
5.how did you handle outliers. 
6. What else you can do to improve model accuracy.
7. Question on Hyper parameter 
Feedback- play more with data preprocessing and finding relationship between features.
Can try checking the length of reviews impacting ratings.
Overall it was a good experience proctor was very nice was helping if stucked somewhere.
viva duration -28 min",
4/12/2024 19:29:20,Ashirbad Arun Dash,,L3_9,"What is over and under fitting
What is HTP 
What are the models
How you went about the project?
Explain the few graphs?
Some basic questions, very generic.
Very soft spoken and chill person.
23 mins viva and he was impressed and very understanding.
Explain all the models like how they work in general sense.
I used 6 models and how and why i knew about the accuracy and which one is bettter?
Explain the which case is over or underfitting or highly over or good fit according to your results.
What type of scaling?
What was the need of Correlation matrix and what were your insights from it?
Which scaling does what?
Do we need HTP?
Different type of Regression?
Gave 1 example of a house price then which regression is better to predict the price after certain years
How does HTP helped you, and how much time it took?
Why few had HTP and few dont.
",
